Office No Clean,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Office Group Size,Cash At Bank,Net Assets,Turnover,Source,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Investigative Priority,Risk Tier (Objective),Public Linkage Category,Priority Entity,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes
79,79.0,Marko Moto Wear Ltd,15494333,Yes,2024-02-16,Active,,"Office 79, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15494333,https://find-and-update.company-information.service.gov.uk/company/15494333/officers,https://find-and-update.company-information.service.gov.uk/company/15494333/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
80,80.0,Pro Financial Writers Ltd,15495004,Yes,2024-02-16,Active,,"Office 80, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15495004,https://find-and-update.company-information.service.gov.uk/company/15495004/officers,https://find-and-update.company-information.service.gov.uk/company/15495004/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
81,81.0,Jahasoft Ltd,14653641,Yes,2023-02-10,Active,62012,"Office 81, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,Bank,Net Assets,Turnover,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14653641,https://find-and-update.company-information.service.gov.uk/company/14653641/officers,https://find-and-update.company-information.service.gov.uk/company/14653641/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
82,82.0,Mr Digitizing Ltd,14645724,Yes,2023-02-07,Active,,"Office 82, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£1,822",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14645724,https://find-and-update.company-information.service.gov.uk/company/14645724/officers,https://find-and-update.company-information.service.gov.uk/company/14645724/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
83,83.0,Creative Droplet Limited,15501432,Yes,2024-02-18,Active,,"Office 83, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15501432,https://find-and-update.company-information.service.gov.uk/company/15501432/officers,https://find-and-update.company-information.service.gov.uk/company/15501432/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
84,84.0,Hz Tech Solution Ltd,15501918,Yes,2024-02-19,Active,,"Office 84, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15501918,https://find-and-update.company-information.service.gov.uk/company/15501918/officers,https://find-and-update.company-information.service.gov.uk/company/15501918/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
85,85.0,Broad Spectrum Promoter Limited,15500863,Yes,2024-02-18,Active,,"Office 85, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,2,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15500863,https://find-and-update.company-information.service.gov.uk/company/15500863/officers,https://find-and-update.company-information.service.gov.uk/company/15500863/filing-history,Companies House URL ready + open.endole.co.uk,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities
85,85.0,Codifyrsolutions Ltd,,No,,Active,,"847 Office 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
86,86.0,Alectorismedia Ltd,15502440,Yes,2024-02-19,Active,,"Office 86, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£2,300",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15502440,https://find-and-update.company-information.service.gov.uk/company/15502440/officers,https://find-and-update.company-information.service.gov.uk/company/15502440/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
87,87.0,Ayonese Ltd,15505910,Yes,2024-02-20,Active,,"Office 87, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15505910,https://find-and-update.company-information.service.gov.uk/company/15505910/officers,https://find-and-update.company-information.service.gov.uk/company/15505910/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
88,88.0,Graphicaart Ltd,14650643,Yes,2023-02-09,Active,,"Office 88, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14650643,https://find-and-update.company-information.service.gov.uk/company/14650643/officers,https://find-and-update.company-information.service.gov.uk/company/14650643/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
89,89.0,Rankologic Ltd,15519216,Yes,2024-02-24,Active,,"Office 89, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,-£548,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15519216,https://find-and-update.company-information.service.gov.uk/company/15519216/officers,https://find-and-update.company-information.service.gov.uk/company/15519216/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
90,90.0,Uk Formation Shopzilla Ltd,15082423,Yes,2023-08-18,Active,,"Office 90, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£4,066",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15082423,https://find-and-update.company-information.service.gov.uk/company/15082423/officers,https://find-and-update.company-information.service.gov.uk/company/15082423/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
91,91.0,Advigence Agency Ltd,15536988,Yes,2024-03-02,Dissolved,"62020,62090,73110","Office 91, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15536988,https://find-and-update.company-information.service.gov.uk/company/15536988/officers,https://find-and-update.company-information.service.gov.uk/company/15536988/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
93,93.0,Seo Crown Marketing Ltd,15539266,Yes,2024-03-04,Active,,"Office 93, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15539266,https://find-and-update.company-information.service.gov.uk/company/15539266/officers,https://find-and-update.company-information.service.gov.uk/company/15539266/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
94,94.0,Digital Mileage Ltd,15538541,Yes,2024-03-04,Active,,"Office 94, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15538541,https://find-and-update.company-information.service.gov.uk/company/15538541/officers,https://find-and-update.company-information.service.gov.uk/company/15538541/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
95,95.0,Vidwolf Limited,14750392,Yes,2023-03-22,Active,,"Office 95, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14750392,https://find-and-update.company-information.service.gov.uk/company/14750392/officers,https://find-and-update.company-information.service.gov.uk/company/14750392/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
96,96.0,Be You Organics Ltd,15547810,Yes,2024-03-08,Active,,"Office 96, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15547810,https://find-and-update.company-information.service.gov.uk/company/15547810/officers,https://find-and-update.company-information.service.gov.uk/company/15547810/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
97,97.0,Amdseo Ltd,14720501,Yes,2023-03-10,Active,,"Office 97, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£4,770",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14720501,https://find-and-update.company-information.service.gov.uk/company/14720501/officers,https://find-and-update.company-information.service.gov.uk/company/14720501/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
99,99.0,Ustad G Enterprise Ltd,15557530,Yes,2024-03-12,Active,,"Office 99, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15557530,https://find-and-update.company-information.service.gov.uk/company/15557530/officers,https://find-and-update.company-information.service.gov.uk/company/15557530/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
100,100.0,Saz Tech Online Ltd,15559488,Yes,2024-03-13,Active,,"Office 100, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15559488,https://find-and-update.company-information.service.gov.uk/company/15559488/officers,https://find-and-update.company-information.service.gov.uk/company/15559488/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
101,101.0,Seo Xperts Ltd,15559469,Yes,2024-03-13,Active,,"Office 101, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15559469,https://find-and-update.company-information.service.gov.uk/company/15559469/officers,https://find-and-update.company-information.service.gov.uk/company/15559469/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
102,102.0,Seopeanut Ltd,15568232,Yes,2024-03-16,Active,,"Office 102, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15568232,https://find-and-update.company-information.service.gov.uk/company/15568232/officers,https://find-and-update.company-information.service.gov.uk/company/15568232/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
103,103.0,Muzamil Iqbal Ltd,14627523,Yes,2023-01-31,Active,,"Office 103, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14627523,https://find-and-update.company-information.service.gov.uk/company/14627523/officers,https://find-and-update.company-information.service.gov.uk/company/14627523/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
104,104.0,Tmso Ltd,14713980,Yes,2023-03-07,Active,,"Office 104, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£3,518",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14713980,https://find-and-update.company-information.service.gov.uk/company/14713980/officers,https://find-and-update.company-information.service.gov.uk/company/14713980/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
106,106.0,Connecting Seo Marketing Co Ltd,15583339,Yes,2024-03-21,Active,,"Office 106, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15583339,https://find-and-update.company-information.service.gov.uk/company/15583339/officers,https://find-and-update.company-information.service.gov.uk/company/15583339/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
107,107.0,Starbiosource Ltd,15583181,Yes,2024-03-21,Active,,"Office 107, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£2,550",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15583181,https://find-and-update.company-information.service.gov.uk/company/15583181/officers,https://find-and-update.company-information.service.gov.uk/company/15583181/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
