#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,2026-04-01 Web Update,2026-04-01 Web Update URLs,Project Dunstall Mirror Mention,Project Dunstall Mirror Notes,Project Dunstall Mirror URL,2026-04-01 Ezone/HopeTex Update,2026-04-01 Ezone/HopeTex Update URLs
58,76,Alphacrypt Security Ltd,15465586,Yes,2024-02-04,Active,,"Office 76, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£100,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15465586,https://find-and-update.company-information.service.gov.uk/company/15465586/officers,https://find-and-update.company-information.service.gov.uk/company/15465586/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
59,79,Marko Moto Wear Ltd,15494333,Yes,2024-02-16,Active,,"Office 79, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15494333,https://find-and-update.company-information.service.gov.uk/company/15494333/officers,https://find-and-update.company-information.service.gov.uk/company/15494333/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
60,80,Pro Financial Writers Ltd,15495004,Yes,2024-02-16,Active,,"Office 80, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15495004,https://find-and-update.company-information.service.gov.uk/company/15495004/officers,https://find-and-update.company-information.service.gov.uk/company/15495004/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
61,81,Jahasoft Ltd,14653641,Yes,2023-02-10,Active,62012,"Office 81, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14653641,https://find-and-update.company-information.service.gov.uk/company/14653641/officers,https://find-and-update.company-information.service.gov.uk/company/14653641/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/user,Updated 26 Jan 2026,,,,Yes,Repository README places JahaSoft Ltd in the Pakistan-side technical infrastructure role. This is a repository claim and not independently verified in official filings.,https://github.com/RE3CON/Project-Dunstall-Mirror,,
62,82,Mr Digitizing Ltd,14645724,Yes,2023-02-07,Active,,"Office 82, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£1,822",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14645724,https://find-and-update.company-information.service.gov.uk/company/14645724/officers,https://find-and-update.company-information.service.gov.uk/company/14645724/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
63,83,Creative Droplet Limited,15501432,Yes,2024-02-18,Active,,"Office 83, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15501432,https://find-and-update.company-information.service.gov.uk/company/15501432/officers,https://find-and-update.company-information.service.gov.uk/company/15501432/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
64,84,Hz Tech Solution Ltd,15501918,Yes,2024-02-19,Active,,"Office 84, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15501918,https://find-and-update.company-information.service.gov.uk/company/15501918/officers,https://find-and-update.company-information.service.gov.uk/company/15501918/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
65,85,Codifyrsolutions Ltd,—,No,,Active,,"Office 85, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,,,,,,,
66,85,Broad Spectrum Promoter Limited,15500863,Yes,2024-02-18,Active,,"Office 85, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/15500863,https://find-and-update.company-information.service.gov.uk/company/15500863/officers,https://find-and-update.company-information.service.gov.uk/company/15500863/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
67,86,Alectorismedia Ltd,15502440,Yes,2024-02-19,Active,,"Office 86, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£2,300",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15502440,https://find-and-update.company-information.service.gov.uk/company/15502440/officers,https://find-and-update.company-information.service.gov.uk/company/15502440/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
68,87,Ayonese Ltd,15505910,Yes,2024-02-20,Active,,"Office 87, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15505910,https://find-and-update.company-information.service.gov.uk/company/15505910/officers,https://find-and-update.company-information.service.gov.uk/company/15505910/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
69,88,Graphicaart Ltd,14650643,Yes,2023-02-09,Active,,"Office 88, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14650643,https://find-and-update.company-information.service.gov.uk/company/14650643/officers,https://find-and-update.company-information.service.gov.uk/company/14650643/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
70,89,Rankologic Ltd,15519216,Yes,2024-02-24,Active,,"Office 89, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,-£548,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15519216,https://find-and-update.company-information.service.gov.uk/company/15519216/officers,https://find-and-update.company-information.service.gov.uk/company/15519216/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
71,90,Uk Formation Shopzilla Ltd,15082423,Yes,2023-08-18,Active,,"Office 90, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£4,066",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15082423,https://find-and-update.company-information.service.gov.uk/company/15082423/officers,https://find-and-update.company-information.service.gov.uk/company/15082423/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
72,91,Advigence Agency Ltd,15536988,Yes,2024-03-02,Dissolved,"62020,62090,73110","Office 91, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15536988,https://find-and-update.company-information.service.gov.uk/company/15536988/officers,https://find-and-update.company-information.service.gov.uk/company/15536988/filing-history,Companies House URL ready + open.endole.co.uk,Companies House,Dissolved 05-Aug-2025,,,,,,,,
73,93,Seo Crown Marketing Ltd,15539266,Yes,2024-03-04,Active,,"Office 93, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15539266,https://find-and-update.company-information.service.gov.uk/company/15539266/officers,https://find-and-update.company-information.service.gov.uk/company/15539266/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,,,,,,,
74,94,Digital Mileage Ltd,15538541,Yes,2024-03-04,Active,,"Office 94, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15538541,https://find-and-update.company-information.service.gov.uk/company/15538541/officers,https://find-and-update.company-information.service.gov.uk/company/15538541/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,,,,,,,
75,95,Vidwolf Limited,14750392,Yes,2023-03-22,Active,,"Office 95, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14750392,https://find-and-update.company-information.service.gov.uk/company/14750392/officers,https://find-and-update.company-information.service.gov.uk/company/14750392/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,,,,,,,
76,96,Be You Organics Ltd,15547810,Yes,2024-03-08,Active,,"Office 96, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15547810,https://find-and-update.company-information.service.gov.uk/company/15547810/officers,https://find-and-update.company-information.service.gov.uk/company/15547810/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
77,97,Amdseo Ltd,14720501,Yes,2023-03-10,Active,,"Office 97, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£4,770",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14720501,https://find-and-update.company-information.service.gov.uk/company/14720501/officers,https://find-and-update.company-information.service.gov.uk/company/14720501/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,,,,,,,
78,99,Ustad G Enterprise Ltd,15557530,Yes,2024-03-12,Active,,"Office 99, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15557530,https://find-and-update.company-information.service.gov.uk/company/15557530/officers,https://find-and-update.company-information.service.gov.uk/company/15557530/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
79,100,Saz Tech Online Ltd,15559488,Yes,2024-03-13,Active,,"Office 100, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15559488,https://find-and-update.company-information.service.gov.uk/company/15559488/officers,https://find-and-update.company-information.service.gov.uk/company/15559488/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
80,101,Seo Xperts Ltd,15559469,Yes,2024-03-13,Active,,"Office 101, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15559469,https://find-and-update.company-information.service.gov.uk/company/15559469/officers,https://find-and-update.company-information.service.gov.uk/company/15559469/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
81,102,Seopeanut Ltd,15568232,Yes,2024-03-16,Active,,"Office 102, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15568232,https://find-and-update.company-information.service.gov.uk/company/15568232/officers,https://find-and-update.company-information.service.gov.uk/company/15568232/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
82,103,Muzamil Iqbal Ltd,14627523,Yes,2023-01-31,Active,,"Office 103, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14627523,https://find-and-update.company-information.service.gov.uk/company/14627523/officers,https://find-and-update.company-information.service.gov.uk/company/14627523/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
83,104,Tmso Ltd,14713980,Yes,2023-03-07,Active,,"Office 104, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£3,518",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14713980,https://find-and-update.company-information.service.gov.uk/company/14713980/officers,https://find-and-update.company-information.service.gov.uk/company/14713980/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,,,,,,,
84,106,Connecting Seo Marketing Co Ltd,15583339,Yes,2024-03-21,Active,,"Office 106, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15583339,https://find-and-update.company-information.service.gov.uk/company/15583339/officers,https://find-and-update.company-information.service.gov.uk/company/15583339/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
85,107,Starbiosource Ltd,15583181,Yes,2024-03-21,Active,,"Office 107, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£2,550",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15583181,https://find-and-update.company-information.service.gov.uk/company/15583181/officers,https://find-and-update.company-information.service.gov.uk/company/15583181/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
86,109,Dynamic Leo Ltd,15580110,Yes,2024-03-20,Active,,"Office 109, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15580110,https://find-and-update.company-information.service.gov.uk/company/15580110/officers,https://find-and-update.company-information.service.gov.uk/company/15580110/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
